gender,SeniorCitizen,tenure,Contract,MonthlyCharges,TotalCharges,Churn,CustomerSegment,ChurnProba,RiskCategory
Female,1,32,Month-to-month,54.65,1830.1,No,Medium Value,0.06681982,Low Risk
Female,0,71,Two year,85.75,6223.8,No,High Value,0.0019094015,Low Risk
Female,0,66,Month-to-month,67.45,4508.65,No,High Value,0.058120653,Low Risk
Male,0,63,One year,20.5,1328.15,No,Medium Value,0.0058385436,Low Risk
Female,0,41,One year,20.25,865.0,No,Low Value,0.010916143,Low Risk
Female,1,1,Month-to-month,72.1,72.1,No,Low Value,0.8137877,High Risk
Female,0,2,Month-to-month,90.4,168.2,Yes,Medium Value,0.84045225,High Risk
Female,0,70,Two year,19.45,1303.5,No,Medium Value,0.007724536,Low Risk
Female,0,23,Month-to-month,44.95,996.85,No,Medium Value,0.3387386,Low Risk
Female,1,64,One year,97.0,6430.9,No,High Value,0.04836623,Low Risk
Male,0,37,Two year,62.8,2278.75,No,Medium Value,0.02225112,Low Risk
Male,0,17,One year,44.6,681.4,No,Low Value,0.056996644,Low Risk
Female,1,7,Month-to-month,89.15,574.35,No,Medium Value,0.5060766,Medium Risk
Male,0,4,Month-to-month,84.8,371.9,Yes,Medium Value,0.93249005,High Risk
Female,1,21,Month-to-month,41.9,840.1,Yes,Medium Value,0.7915536,High Risk
Female,0,10,Month-to-month,80.25,846.0,Yes,Medium Value,0.6873546,High Risk
Female,1,16,Month-to-month,54.1,889.0,No,Low Value,0.28662628,Low Risk
Male,0,64,Two year,105.25,6823.4,No,High Value,0.11722353,Low Risk
Male,1,27,Month-to-month,30.75,805.1,Yes,Low Value,0.5604085,Medium Risk
Male,0,42,One year,97.1,4016.75,No,High Value,0.06059798,Low Risk
Male,0,5,Month-to-month,20.2,83.75,No,Low Value,0.04772108,Low Risk
Female,0,41,Two year,98.8,3959.15,No,High Value,0.01686606,Low Risk
Male,0,58,One year,50.3,2878.55,No,Medium Value,0.01982677,Low Risk
Female,0,47,Two year,20.55,945.7,No,Low Value,0.0024443667,Low Risk
Male,0,18,Month-to-month,75.9,1373.05,No,Medium Value,0.13886707,Low Risk
Male,0,5,Month-to-month,96.5,492.55,Yes,Medium Value,0.76224446,High Risk
Male,0,23,Month-to-month,59.95,1406.0,No,Medium Value,0.08148757,Low Risk
Female,0,1,Month-to-month,19.15,19.15,No,Low Value,0.14318204,Low Risk
Male,0,71,One year,98.65,6962.85,No,High Value,0.056746952,Low Risk
Male,0,72,Two year,112.6,8126.65,No,High Value,0.0044166734,Low Risk
Male,0,33,One year,20.6,690.25,No,Low Value,0.010394007,Low Risk
Male,0,2,Month-to-month,85.65,181.5,Yes,Medium Value,0.92250276,High Risk
Male,0,24,Two year,35.75,830.8,No,Medium Value,0.005526253,Low Risk
Female,0,56,One year,99.75,5608.4,No,High Value,0.0692694,Low Risk
Male,0,37,Month-to-month,96.1,3646.8,No,High Value,0.24089383,Low Risk
Female,0,43,One year,85.1,3662.25,No,High Value,0.084641814,Low Risk
Male,0,1,Month-to-month,25.35,25.35,No,Low Value,0.5823748,Medium Risk
Female,0,25,Month-to-month,104.95,2566.5,Yes,High Value,0.80053836,High Risk
Female,0,61,Two year,89.65,5308.7,No,High Value,0.006360647,Low Risk
Male,0,17,One year,86.75,1410.25,No,Medium Value,0.052610934,Low Risk
Female,0,41,One year,86.2,3339.05,No,High Value,0.10465531,Low Risk
Male,0,1,Month-to-month,50.65,50.65,Yes,Low Value,0.63539386,Medium Risk
Male,1,72,Two year,64.8,4732.35,No,High Value,0.004312392,Low Risk
Male,0,1,Month-to-month,90.85,90.85,Yes,Medium Value,0.9381428,High Risk
Male,0,48,Two year,108.1,5067.45,No,High Value,0.10527803,Low Risk
Male,1,11,Month-to-month,19.95,214.75,Yes,Low Value,0.34977144,Low Risk
Female,1,55,Month-to-month,85.45,4874.7,Yes,High Value,0.5085145,Medium Risk
Female,0,42,One year,54.75,2348.45,No,Medium Value,0.080121264,Low Risk
Male,0,44,Month-to-month,90.4,4063.0,No,High Value,0.22457732,Low Risk
Male,0,1,Month-to-month,44.0,44.0,No,Low Value,0.27330926,Low Risk
Female,0,27,Month-to-month,95.6,2595.25,No,High Value,0.4417628,Medium Risk
Male,1,27,Month-to-month,84.8,2309.55,No,High Value,0.09211016,Low Risk
Female,1,2,Month-to-month,44.3,89.3,No,Low Value,0.45080236,Medium Risk
Female,0,19,Month-to-month,19.9,367.55,No,Low Value,0.039653864,Low Risk
Female,1,42,Month-to-month,95.05,3944.5,No,High Value,0.43371207,Medium Risk
Female,0,66,Two year,90.05,5965.95,No,High Value,0.0061072623,Low Risk
Male,1,33,Month-to-month,109.9,3694.7,No,High Value,0.16692835,Low Risk
Female,0,34,Month-to-month,73.95,2524.45,Yes,Medium Value,0.6758269,High Risk
Male,1,33,Month-to-month,54.6,1803.7,No,Medium Value,0.11417066,Low Risk
Female,0,23,One year,20.05,415.1,No,Low Value,0.007908145,Low Risk
Female,0,32,One year,19.75,624.15,No,Low Value,0.016536457,Low Risk
Female,0,11,One year,20.05,237.7,No,Low Value,0.02212449,Low Risk
Male,0,69,Month-to-month,99.45,7007.6,Yes,High Value,0.5814384,Medium Risk
Female,0,68,One year,55.9,3848.8,No,High Value,0.009946679,Low Risk
Male,0,20,Two year,19.7,419.4,No,Low Value,0.006097565,Low Risk
Male,0,72,Two year,19.8,1468.75,No,Medium Value,0.003174816,Low Risk
Male,0,60,One year,95.4,5812.0,No,High Value,0.056441285,Low Risk
Male,1,32,Month-to-month,93.95,2861.45,No,High Value,0.40408862,Medium Risk
Female,0,1,Month-to-month,19.9,19.9,Yes,Low Value,0.6495657,Medium Risk
Male,0,1,Month-to-month,19.6,19.6,Yes,Low Value,0.57043356,Medium Risk
Male,1,3,Month-to-month,81.35,233.7,Yes,Medium Value,0.7946099,High Risk
Female,0,46,One year,24.45,1066.15,No,Low Value,0.04167506,Low Risk
Female,0,29,Month-to-month,74.95,2149.05,No,Medium Value,0.49240133,Medium Risk
Male,0,51,Month-to-month,87.35,4473.0,No,High Value,0.1897561,Low Risk
Female,1,48,Month-to-month,70.65,3545.05,No,Medium Value,0.126787,Low Risk
Female,0,16,Month-to-month,73.25,1195.75,No,Medium Value,0.21882072,Low Risk
Male,0,70,Two year,98.7,6858.9,No,High Value,0.030197196,Low Risk
Female,0,40,Two year,24.8,1024.7,No,Low Value,0.00851654,Low Risk
Female,0,22,Month-to-month,83.3,1845.9,Yes,Medium Value,0.49567246,Medium Risk
Female,1,1,Month-to-month,75.3,75.3,Yes,Low Value,0.851846,High Risk
Female,0,5,Month-to-month,24.3,132.25,No,Low Value,0.18042019,Low Risk
Female,0,7,Month-to-month,69.85,515.45,No,Low Value,0.404641,Medium Risk
Male,0,29,One year,100.55,2830.45,No,High Value,0.05450522,Low Risk
Male,0,44,One year,25.7,1110.5,No,Medium Value,0.012801452,Low Risk
Female,0,10,Month-to-month,40.7,449.3,No,Low Value,0.12581122,Low Risk
Female,1,55,Month-to-month,51.65,2838.55,No,Medium Value,0.062544495,Low Risk
Male,1,52,One year,105.1,5376.4,No,High Value,0.23126717,Low Risk
Female,0,10,Month-to-month,85.95,858.6,No,Medium Value,0.43199712,Medium Risk
Male,0,18,Month-to-month,75.6,1395.05,No,Medium Value,0.3074756,Low Risk
Female,0,68,One year,58.25,3975.7,No,High Value,0.010927522,Low Risk
Female,0,61,Month-to-month,19.4,1182.55,Yes,Low Value,0.32988957,Low Risk
Female,0,72,Two year,65.2,4784.45,No,High Value,0.0027251705,Low Risk
Male,0,2,Month-to-month,53.45,119.5,No,Low Value,0.42672738,Medium Risk
Male,0,12,Month-to-month,45.4,518.9,Yes,Low Value,0.31563777,Low Risk
Male,0,41,Two year,19.75,899.45,No,Low Value,0.018249797,Low Risk
Female,0,26,Month-to-month,44.45,1183.8,No,Medium Value,0.06878629,Low Risk
Male,0,36,One year,20.85,720.05,No,Low Value,0.021615397,Low Risk
Male,0,72,Two year,114.05,8468.2,No,High Value,0.023398317,Low Risk
Male,0,35,Month-to-month,89.85,3161.2,No,High Value,0.10408927,Low Risk
Male,0,1,Month-to-month,55.05,55.05,No,Low Value,0.35581878,Medium Risk
Female,0,16,Month-to-month,112.95,1882.55,No,High Value,0.34104997,Low Risk
Female,1,49,Month-to-month,101.55,5070.4,No,High Value,0.19395334,Low Risk
Female,0,54,One year,114.65,6049.5,No,High Value,0.053160716,Low Risk
Female,0,18,Month-to-month,64.8,1166.7,No,Medium Value,0.24027203,Low Risk
Female,0,36,Month-to-month,80.4,2937.65,No,Medium Value,0.27504608,Low Risk
Female,0,60,Month-to-month,105.9,6396.45,Yes,High Value,0.5802909,Medium Risk
Female,0,1,Month-to-month,69.55,69.55,Yes,Low Value,0.92371255,High Risk
Female,0,52,Two year,25.05,1270.25,No,Medium Value,0.007999558,Low Risk
Male,0,8,Month-to-month,94.75,759.55,No,Medium Value,0.64840275,Medium Risk
Male,0,72,Two year,105.5,7611.55,No,High Value,0.004154997,Low Risk
Female,0,64,One year,24.7,1642.75,No,Medium Value,0.0049293004,Low Risk
Female,1,22,Month-to-month,69.75,1545.4,No,Medium Value,0.14087413,Low Risk
Male,0,60,Month-to-month,60.2,3582.4,No,High Value,0.04195045,Low Risk
Female,0,28,Month-to-month,81.05,2227.1,Yes,Medium Value,0.38505253,Medium Risk
Female,0,61,Two year,24.4,1417.9,No,Medium Value,0.005173797,Low Risk
Female,0,24,Month-to-month,104.15,2494.65,No,High Value,0.64149666,Medium Risk
Male,0,28,One year,92.9,2768.35,No,High Value,0.04106177,Low Risk
Female,0,30,Two year,80.8,2369.3,No,High Value,0.013930818,Low Risk
Male,0,2,Month-to-month,20.0,38.0,No,Low Value,0.05633206,Low Risk
Male,0,1,Month-to-month,75.1,75.1,No,Low Value,0.89308006,High Risk
Male,0,6,Month-to-month,19.65,100.9,No,Low Value,0.036179163,Low Risk
Female,0,24,Month-to-month,69.45,1614.05,No,Medium Value,0.07859473,Low Risk
Male,0,4,Month-to-month,101.15,385.9,Yes,Medium Value,0.77916515,High Risk
Male,0,7,Month-to-month,99.8,673.25,Yes,Medium Value,0.9455174,High Risk
Male,1,72,Two year,116.05,8404.9,No,High Value,0.007421098,Low Risk
Male,0,70,Two year,40.05,2799.75,No,Medium Value,0.0064350287,Low Risk
Male,1,64,Two year,102.1,6538.45,No,High Value,0.05137175,Low Risk
Male,0,72,One year,89.7,6588.95,No,High Value,0.14314531,Low Risk
Female,0,44,Two year,19.9,868.1,No,Low Value,0.0039088167,Low Risk
Female,0,13,Month-to-month,55.95,734.35,Yes,Low Value,0.3591583,Medium Risk
Female,1,17,One year,20.65,330.6,No,Low Value,0.017655492,Low Risk
Male,0,1,Month-to-month,55.0,55.0,Yes,Low Value,0.70779085,High Risk
Male,0,9,Month-to-month,70.05,564.4,No,Medium Value,0.2162229,Low Risk
Male,0,24,Month-to-month,53.6,1315.35,No,Medium Value,0.027574789,Low Risk
Female,0,1,Month-to-month,74.7,74.7,Yes,Low Value,0.8357605,High Risk
Male,0,24,Month-to-month,80.25,1861.5,Yes,Medium Value,0.6325086,Medium Risk
Male,1,35,Month-to-month,76.05,2747.2,No,High Value,0.066143654,Low Risk
Female,0,7,Month-to-month,75.7,554.05,No,Medium Value,0.13638197,Low Risk
Male,0,5,Month-to-month,96.1,453.4,Yes,Medium Value,0.85586977,High Risk
Female,0,15,Month-to-month,69.0,994.8,Yes,Low Value,0.3459896,Low Risk
Male,0,11,Two year,19.65,225.75,No,Low Value,0.0061185462,Low Risk
Female,0,48,Month-to-month,45.3,2145.0,Yes,Medium Value,0.080933325,Low Risk
Female,1,20,Month-to-month,81.45,1671.6,No,Medium Value,0.2819543,Low Risk
Female,0,72,One year,108.5,8003.8,No,High Value,0.21851288,Low Risk
Female,0,8,Month-to-month,83.55,680.05,Yes,Medium Value,0.71366364,High Risk
Male,0,72,Two year,84.5,6130.85,No,High Value,0.01956643,Low Risk
Female,0,15,Month-to-month,100.15,1415.0,No,High Value,0.60090864,Medium Risk
Male,0,72,Two year,88.6,6201.95,No,High Value,0.0024172799,Low Risk
Female,0,0,Two year,52.55,52.55,No,Low Value,0.01759443,Low Risk
Male,0,1,Month-to-month,74.35,74.35,Yes,Low Value,0.8844643,High Risk
Male,0,63,Two year,104.8,6597.25,No,High Value,0.02194133,Low Risk
Female,0,2,Month-to-month,59.0,114.15,No,Low Value,0.4457567,Medium Risk
Female,0,2,Month-to-month,74.4,139.4,Yes,Low Value,0.38395917,Medium Risk
Male,1,61,One year,64.05,3902.6,No,Medium Value,0.033361543,Low Risk
Male,0,1,Month-to-month,20.4,20.4,No,Low Value,0.16317785,Low Risk
Male,0,22,One year,43.75,903.6,Yes,Medium Value,0.49138758,Medium Risk
Male,0,28,Month-to-month,60.9,1785.65,No,Medium Value,0.036217153,Low Risk
Female,0,70,Two year,19.8,1397.65,No,Medium Value,0.004055399,Low Risk
Female,1,5,Month-to-month,28.45,131.05,Yes,Low Value,0.47116888,Medium Risk
Female,0,12,Month-to-month,99.7,1238.45,Yes,High Value,0.82309914,High Risk
Male,0,34,One year,116.25,3899.05,No,High Value,0.078086965,Low Risk
Female,1,71,Two year,80.7,5676.0,No,High Value,0.012710646,Low Risk
Female,0,70,One year,65.2,4543.15,No,High Value,0.022366084,Low Risk
Female,0,52,Month-to-month,84.05,4326.8,No,High Value,0.048158437,Low Risk
Male,0,69,Two year,79.45,5502.55,No,High Value,0.02197103,Low Risk
Female,1,20,Month-to-month,94.1,1782.4,Yes,High Value,0.6967292,High Risk
Male,0,11,Month-to-month,78.0,851.8,No,Medium Value,0.4022398,Medium Risk
Male,0,2,Month-to-month,94.2,167.5,Yes,Medium Value,0.7856975,High Risk
Female,0,6,Month-to-month,80.5,502.85,Yes,Medium Value,0.8564479,High Risk
Female,0,1,Month-to-month,19.85,19.85,No,Low Value,0.33400646,Low Risk
Male,1,20,One year,94.3,1818.3,No,High Value,0.18199995,Low Risk
Male,0,61,Month-to-month,106.45,6300.15,No,High Value,0.3221269,Low Risk
Female,1,5,Month-to-month,74.35,334.8,Yes,Low Value,0.86600435,High Risk
Female,0,56,Month-to-month,105.45,5916.95,No,High Value,0.20498165,Low Risk
Male,0,30,Month-to-month,95.0,2852.4,No,High Value,0.12797509,Low Risk
Male,0,40,Month-to-month,104.8,4131.95,Yes,High Value,0.6093144,Medium Risk
Female,0,28,One year,54.3,1546.3,No,Medium Value,0.010551435,Low Risk
Female,1,5,Month-to-month,70.05,302.6,No,Low Value,0.44429055,Medium Risk
Female,1,27,Month-to-month,75.2,1929.35,Yes,Medium Value,0.38179302,Medium Risk
Male,0,12,Month-to-month,20.05,265.45,No,Low Value,0.067328244,Low Risk
Male,0,67,One year,105.4,6989.45,No,High Value,0.18752982,Low Risk
Male,1,29,Month-to-month,51.6,1442.0,No,Low Value,0.14269263,Low Risk
Male,0,55,Month-to-month,85.5,4713.4,No,High Value,0.24782714,Low Risk
Female,0,23,Month-to-month,75.6,1758.6,Yes,Medium Value,0.22566187,Low Risk
Male,0,34,Month-to-month,100.05,3480.0,Yes,High Value,0.7722762,High Risk
Male,0,52,One year,91.25,4738.3,No,High Value,0.060547233,Low Risk
Male,1,72,Two year,115.75,8399.15,No,High Value,0.00858635,Low Risk
Male,0,58,One year,94.7,5430.35,No,High Value,0.07608227,Low Risk
Male,0,35,Two year,19.6,686.95,No,Low Value,0.007797831,Low Risk
Female,1,56,Two year,99.9,5706.3,No,High Value,0.039060872,Low Risk
Female,0,24,Two year,21.1,490.65,No,Low Value,0.006804721,Low Risk
Male,0,70,Two year,20.05,1360.25,No,Medium Value,0.0023196307,Low Risk
Male,0,2,Month-to-month,79.95,174.45,No,Low Value,0.65072834,High Risk
Male,1,68,One year,107.15,7379.8,No,High Value,0.18170515,Low Risk
Female,0,1,Month-to-month,85.0,85.0,Yes,Low Value,0.9197654,High Risk
Male,0,12,Month-to-month,89.55,1021.75,No,Medium Value,0.5230173,Medium Risk
Female,0,63,Month-to-month,81.55,5029.05,No,High Value,0.07284834,Low Risk
Female,0,33,One year,58.45,1955.4,No,Medium Value,0.037206706,Low Risk
Female,0,69,One year,95.65,6744.2,No,High Value,0.096089855,Low Risk
Female,0,60,Two year,80.6,4946.7,No,High Value,0.004205879,Low Risk
Female,0,72,Two year,113.1,8248.5,No,High Value,0.0059267106,Low Risk
Female,0,11,Month-to-month,58.95,601.6,No,Low Value,0.14424588,Low Risk
Female,0,1,Month-to-month,19.55,19.55,No,Low Value,0.29499114,Low Risk
Male,0,10,Month-to-month,86.05,834.1,Yes,Medium Value,0.836311,High Risk
Male,0,13,Month-to-month,45.55,597.0,Yes,Medium Value,0.402722,Medium Risk
Male,0,34,One year,78.95,2647.2,No,Medium Value,0.20270129,Low Risk
Male,0,39,Month-to-month,86.3,3266.0,Yes,High Value,0.45625517,Medium Risk
Female,0,65,One year,105.05,6744.25,No,High Value,0.15187633,Low Risk
Male,1,50,One year,101.9,5265.5,No,High Value,0.11942635,Low Risk
Male,0,15,Month-to-month,19.75,311.6,No,Low Value,0.15097174,Low Risk
Male,0,72,Two year,110.3,7966.9,No,High Value,0.0025021883,Low Risk
Female,0,72,Two year,115.6,8220.4,No,High Value,0.005562421,Low Risk
Male,0,55,Two year,19.35,1153.25,No,Low Value,0.03893667,Low Risk
Female,0,23,Two year,25.6,514.75,No,Low Value,0.013075159,Low Risk
Male,0,32,Month-to-month,80.35,2596.15,Yes,Medium Value,0.29323968,Low Risk
Female,0,56,One year,68.75,3808.0,No,High Value,0.017154193,Low Risk
Female,0,1,Month-to-month,19.9,19.9,No,Low Value,0.31481516,Low Risk
Male,0,38,One year,70.6,2708.2,No,Medium Value,0.024729589,Low Risk
Male,0,11,Month-to-month,70.2,760.05,No,Low Value,0.31079078,Low Risk
Male,0,1,Month-to-month,49.3,49.3,No,Low Value,0.35765868,Medium Risk
Male,0,56,One year,107.25,6033.3,No,High Value,0.25385168,Low Risk
Male,0,3,Month-to-month,23.6,89.05,No,Low Value,0.1466035,Low Risk
Male,0,7,Month-to-month,69.7,516.15,No,Medium Value,0.08632782,Low Risk
Male,0,59,Two year,99.5,5861.75,No,High Value,0.06036443,Low Risk
Male,0,7,Month-to-month,64.3,445.95,No,Medium Value,0.13227186,Low Risk
Male,0,71,Two year,70.85,4973.4,No,High Value,0.008534775,Low Risk
Male,0,15,One year,101.9,1667.25,No,High Value,0.09931952,Low Risk
Male,0,71,Two year,73.5,5357.75,No,High Value,0.01800512,Low Risk
Female,0,35,Month-to-month,100.25,3527.6,Yes,High Value,0.62373537,Medium Risk
Female,0,11,One year,40.4,422.6,No,Low Value,0.069346815,Low Risk
Female,0,60,Two year,19.25,1103.25,No,Low Value,0.013021618,Low Risk
Male,1,47,Two year,59.6,2754.0,No,Medium Value,0.02868825,Low Risk
Female,0,11,One year,64.9,697.25,No,Medium Value,0.07317955,Low Risk
Male,0,56,One year,100.3,5614.45,Yes,High Value,0.42454746,Medium Risk
Female,1,28,Month-to-month,110.85,3204.4,No,High Value,0.27818182,Low Risk
Male,0,61,Two year,81.05,4747.65,No,High Value,0.006553151,Low Risk
Male,0,31,One year,98.05,3082.1,No,High Value,0.056529757,Low Risk
Male,0,9,Month-to-month,70.5,597.9,No,Low Value,0.4233173,Medium Risk
Male,1,35,Month-to-month,94.55,3365.4,No,High Value,0.15529694,Low Risk
Male,0,2,Month-to-month,19.65,38.8,No,Low Value,0.060732007,Low Risk
Female,0,12,Month-to-month,19.0,233.55,Yes,Low Value,0.02888924,Low Risk
Female,0,1,Month-to-month,75.3,75.3,Yes,Low Value,0.5369087,Medium Risk
Female,1,4,Month-to-month,89.2,346.2,Yes,Medium Value,0.82295287,High Risk
Female,0,1,Month-to-month,19.0,19.0,No,Low Value,0.27879363,Low Risk
Female,0,3,Month-to-month,20.0,61.7,No,Low Value,0.13803554,Low Risk
Female,1,1,Month-to-month,85.7,85.7,Yes,Medium Value,0.91900575,High Risk
Male,0,52,Two year,63.25,3342.45,No,Medium Value,0.0133046005,Low Risk
Male,0,5,One year,20.1,85.1,No,Low Value,0.016304826,Low Risk
Male,0,72,Two year,99.15,7422.1,No,High Value,0.057052005,Low Risk
Male,0,71,Two year,90.4,6668.05,No,High Value,0.006587562,Low Risk
Male,0,72,Two year,111.9,8071.05,No,High Value,0.004166175,Low Risk
Male,0,46,One year,24.9,1174.8,No,Low Value,0.025573336,Low Risk
Male,0,63,Two year,83.5,5435.0,No,High Value,0.008715787,Low Risk
Male,0,30,Month-to-month,84.3,2438.6,No,High Value,0.17789197,Low Risk
Male,0,1,Month-to-month,45.6,45.6,No,Low Value,0.48173237,Medium Risk
Female,0,12,Month-to-month,61.65,713.75,Yes,Medium Value,0.14594242,Low Risk
Male,0,16,Two year,54.85,916.15,No,Medium Value,0.013516626,Low Risk
Male,0,4,Month-to-month,65.55,237.2,No,Low Value,0.12942682,Low Risk
Male,0,51,One year,90.35,4614.55,No,High Value,0.142896,Low Risk
Male,0,65,Two year,20.4,1414.45,No,Medium Value,0.0012080605,Low Risk
Male,0,16,Month-to-month,74.55,1170.5,No,Medium Value,0.35049292,Medium Risk
Male,0,2,One year,19.95,47.7,No,Low Value,0.014308414,Low Risk
Female,0,66,One year,74.25,4859.25,No,Medium Value,0.03392721,Low Risk
Male,0,46,Two year,108.65,4903.2,No,High Value,0.37077174,Medium Risk
Female,0,32,One year,109.55,3608.0,No,High Value,0.09552124,Low Risk
Male,0,72,Two year,86.65,6094.25,No,High Value,0.0015436427,Low Risk
Male,0,38,Two year,81.0,3084.9,No,High Value,0.026103903,Low Risk
Male,0,51,One year,47.85,2356.75,No,Medium Value,0.021704828,Low Risk
Male,0,72,Two year,114.55,8306.05,No,High Value,0.006040269,Low Risk
Female,1,65,Month-to-month,105.25,6786.4,Yes,High Value,0.38874757,Medium Risk
Male,0,9,Month-to-month,29.95,248.95,Yes,Low Value,0.39310634,Medium Risk
Female,0,9,Month-to-month,65.0,663.05,Yes,Medium Value,0.3296976,Low Risk
Male,0,66,Two year,20.55,1357.1,No,Medium Value,0.0021391048,Low Risk
Female,1,44,One year,109.8,4860.35,No,High Value,0.26373705,Low Risk
Male,0,50,Two year,69.5,3418.2,No,Medium Value,0.012774573,Low Risk
Female,0,15,Month-to-month,48.85,631.4,No,Low Value,0.20175341,Low Risk
Male,0,8,Month-to-month,25.25,186.3,No,Low Value,0.1552263,Low Risk
Female,1,66,One year,102.85,6976.75,No,High Value,0.4484442,Medium Risk
Female,0,57,Month-to-month,87.55,4884.85,No,High Value,0.02560988,Low Risk
Female,0,7,Month-to-month,78.55,522.95,No,Medium Value,0.7179449,High Risk
Male,1,10,Month-to-month,34.55,362.6,No,Low Value,0.29910368,Low Risk
Female,0,62,One year,92.05,5755.8,No,High Value,0.07818811,Low Risk
Male,0,40,One year,85.05,3355.65,No,High Value,0.16680883,Low Risk
